법정동코드,법정동명,폐지여부
4115010800,경기도 의정부시 자일동,존재
4115010900,경기도 의정부시 금오동,존재
4115011000,경기도 의정부시 가능동,존재
4115011100,경기도 의정부시 녹양동,존재
4115011200,경기도 의정부시 고산동,존재
4115011300,경기도 의정부시 산곡동,존재
4117000000,경기도 안양시,존재
4117100000,경기도 안양시 만안구,존재
4117110100,경기도 안양시 만안구 안양동,존재
4117110200,경기도 안양시 만안구 석수동,존재
4117110300,경기도 안양시 만안구 박달동,존재
4117300000,경기도 안양시 동안구,존재
4117310100,경기도 안양시 동안구 비산동,존재
4117310200,경기도 안양시 동안구 관양동,존재
4117310300,경기도 안양시 동안구 평촌동,존재
4117310400,경기도 안양시 동안구 호계동,존재
4119000000,경기도 부천시,존재
4119200000,경기도 부천시 원미구 ,존재
4119210100,경기도 부천시 원미구 원미동,존재
4119210200,경기도 부천시 원미구 심곡동,존재
4119210300,경기도 부천시 원미구 춘의동,존재
4119210400,경기도 부천시 원미구 도당동,존재
4119210500,경기도 부천시 원미구 약대동,존재
4119210600,경기도 부천시 원미구 소사동,존재
4119210700,경기도 부천시 원미구 역곡동,존재
4119210800,경기도 부천시 원미구 중동,존재
4119210900,경기도 부천시 원미구 상동,존재
4119400000,경기도 부천시 소사구 ,존재
4119410100,경기도 부천시 소사구 소사본동,존재
4119410200,경기도 부천시 소사구 심곡본동,존재
4119410300,경기도 부천시 소사구 범박동,존재
4119410400,경기도 부천시 소사구 괴안동,존재
4119410500,경기도 부천시 소사구 송내동,존재
4119410600,경기도 부천시 소사구 옥길동,존재
4119410700,경기도 부천시 소사구 계수동,존재
4119600000,경기도 부천시 오정구 ,존재
4119610100,경기도 부천시 오정구 오정동,존재
4119610200,경기도 부천시 오정구 여월동,존재
4119610300,경기도 부천시 오정구 작동,존재
4119610400,경기도 부천시 오정구 원종동,존재
4119610500,경기도 부천시 오정구 고강동,존재
4119610600,경기도 부천시 오정구 대장동,존재
4119610700,경기도 부천시 오정구 삼정동,존재
4119610800,경기도 부천시 오정구 내동,존재
4121000000,경기도 광명시,존재
4121010100,경기도 광명시 광명동,존재
4121010200,경기도 광명시 철산동,존재
4121010300,경기도 광명시 하안동,존재
4121010400,경기도 광명시 소하동,존재
4121010500,경기도 광명시 노온사동,존재
4121010600,경기도 광명시 일직동,존재
4121010700,경기도 광명시 가학동,존재
4121010800,경기도 광명시 옥길동,존재
4122000000,경기도 평택시,존재
4122010100,경기도 평택시 서정동,존재
4122010200,경기도 평택시 장당동,존재
4122010300,경기도 평택시 모곡동,존재
4122010400,경기도 평택시 칠괴동,존재
4122010500,경기도 평택시 칠원동,존재
4122010600,경기도 평택시 도일동,존재
4122010700,경기도 평택시 가재동,존재
4122010800,경기도 평택시 장안동,존재
4122010900,경기도 평택시 이충동,존재
4122011000,경기도 평택시 지산동,존재
4122011100,경기도 평택시 독곡동,존재
4122011200,경기도 평택시 신장동,존재
4122011300,경기도 평택시 평택동,존재
4122011400,경기도 평택시 통복동,존재
4122011500,경기도 평택시 군문동,존재
4122011600,경기도 평택시 유천동,존재
4122011700,경기도 평택시 합정동,존재
4122011800,경기도 평택시 비전동,존재
4122011900,경기도 평택시 동삭동,존재
4122012000,경기도 평택시 세교동,존재
4122012100,경기도 평택시 지제동,존재
4122012200,경기도 평택시 신대동,존재
4122012300,경기도 평택시 소사동,존재
4122012400,경기도 평택시 용이동,존재
4122012500,경기도 평택시 월곡동,존재
4122012600,경기도 평택시 청룡동,존재
4122012700,경기도 평택시 죽백동,존재
4122012800,경기도 평택시 고덕동,존재
4122025000,경기도 평택시 팽성읍,존재
4122025300,경기도 평택시 안중읍,존재
4122025600,경기도 평택시 포승읍,존재
4122025900,경기도 평택시 청북읍,존재
4122031000,경기도 평택시 진위면,존재
4122032000,경기도 평택시 서탄면,존재
4122033000,경기도 평택시 고덕면,존재
4122034000,경기도 평택시 오성면,존재
4122037000,경기도 평택시 현덕면,존재
4125000000,경기도 동두천시,존재
4125010100,경기도 동두천시 송내동,존재
4125010200,경기도 동두천시 지행동,존재
4125010300,경기도 동두천시 생연동,존재
4125010400,경기도 동두천시 광암동,존재
4125010500,경기도 동두천시 걸산동,존재
4125010600,경기도 동두천시 보산동,존재
4125010700,경기도 동두천시 동두천동,존재
4125010800,경기도 동두천시 안흥동,존재
4125010900,경기도 동두천시 상봉암동,존재
4125011000,경기도 동두천시 하봉암동,존재
4125011100,경기도 동두천시 탑동동,존재
4125011200,경기도 동두천시 상패동,존재
4127000000,경기도 안산시,존재
4127100000,경기도 안산시 상록구,존재
4127110100,경기도 안산시 상록구 일동,존재
4127110200,경기도 안산시 상록구 이동,존재
4127110300,경기도 안산시 상록구 사동,존재
4127110400,경기도 안산시 상록구 본오동,존재
4127110500,경기도 안산시 상록구 팔곡이동,존재
4127110600,경기도 안산시 상록구 양상동,존재
4127110700,경기도 안산시 상록구 부곡동,존재
4127110800,경기도 안산시 상록구 성포동,존재
4127110900,경기도 안산시 상록구 월피동,존재
4127111000,경기도 안산시 상록구 팔곡일동,존재
4127111100,경기도 안산시 상록구 건건동,존재
4127111200,경기도 안산시 상록구 사사동,존재
4127111300,경기도 안산시 상록구 수암동,존재
4127111400,경기도 안산시 상록구 장상동,존재
4127111500,경기도 안산시 상록구 장하동,존재
4127300000,경기도 안산시 단원구,존재
4127310100,경기도 안산시 단원구 고잔동,존재
4127310200,경기도 안산시 단원구 와동,존재
4127310300,경기도 안산시 단원구 신길동,존재
4127310400,경기도 안산시 단원구 성곡동,존재
4127310500,경기도 안산시 단원구 원시동,존재
4127310600,경기도 안산시 단원구 목내동,존재
4127310700,경기도 안산시 단원구 초지동,존재
4127310800,경기도 안산시 단원구 원곡동,존재
4127310900,경기도 안산시 단원구 선부동,존재
4127311000,경기도 안산시 단원구 대부동동,존재
4127311100,경기도 안산시 단원구 대부북동,존재
4127311200,경기도 안산시 단원구 대부남동,존재
4127311300,경기도 안산시 단원구 선감동,존재
4127311400,경기도 안산시 단원구 풍도동,존재
4127311500,경기도 안산시 단원구 화정동,존재
4128000000,경기도 고양시,존재
4128100000,경기도 고양시 덕양구,존재
4128110100,경기도 고양시 덕양구 주교동,존재
4128110200,경기도 고양시 덕양구 원당동,존재
4128110300,경기도 고양시 덕양구 신원동,존재
4128110400,경기도 고양시 덕양구 원흥동,존재
4128110500,경기도 고양시 덕양구 도내동,존재
4128110600,경기도 고양시 덕양구 성사동,존재
4128110700,경기도 고양시 덕양구 북한동,존재
4128110800,경기도 고양시 덕양구 효자동,존재
4128110900,경기도 고양시 덕양구 지축동,존재
4128111000,경기도 고양시 덕양구 오금동,존재
4128111100,경기도 고양시 덕양구 삼송동,존재
4128111200,경기도 고양시 덕양구 동산동,존재
4128111300,경기도 고양시 덕양구 용두동,존재
4128111400,경기도 고양시 덕양구 벽제동,존재
4128111500,경기도 고양시 덕양구 선유동,존재
4128111600,경기도 고양시 덕양구 고양동,존재
4128111700,경기도 고양시 덕양구 대자동,존재
4128111800,경기도 고양시 덕양구 관산동,존재
4128111900,경기도 고양시 덕양구 내유동,존재
4128112000,경기도 고양시 덕양구 토당동,존재
4128112100,경기도 고양시 덕양구 내곡동,존재
4128112200,경기도 고양시 덕양구 대장동,존재
4128112300,경기도 고양시 덕양구 화정동,존재
4128112400,경기도 고양시 덕양구 강매동,존재
4128112500,경기도 고양시 덕양구 행주내동,존재
4128112600,경기도 고양시 덕양구 행주외동,존재
4128112700,경기도 고양시 덕양구 신평동,존재
4128112800,경기도 고양시 덕양구 행신동,존재
4128112900,경기도 고양시 덕양구 화전동,존재
4128113000,경기도 고양시 덕양구 현천동,존재
4128113100,경기도 고양시 덕양구 덕은동,존재
4128113200,경기도 고양시 덕양구 향동동,존재
4128500000,경기도 고양시 일산동구,존재
4128510100,경기도 고양시 일산동구 식사동,존재
4128510200,경기도 고양시 일산동구 중산동,존재
4128510300,경기도 고양시 일산동구 정발산동,존재
4128510400,경기도 고양시 일산동구 장항동,존재
4128510500,경기도 고양시 일산동구 마두동,존재
4128510600,경기도 고양시 일산동구 백석동,존재
4128510700,경기도 고양시 일산동구 풍동,존재
4128510800,경기도 고양시 일산동구 산황동,존재
4128510900,경기도 고양시 일산동구 사리현동,존재
4128511000,경기도 고양시 일산동구 지영동,존재
4128511100,경기도 고양시 일산동구 설문동,존재
4128511200,경기도 고양시 일산동구 문봉동,존재
4128511300,경기도 고양시 일산동구 성석동,존재
4128700000,경기도 고양시 일산서구,존재
4128710100,경기도 고양시 일산서구 일산동,존재
4128710200,경기도 고양시 일산서구 주엽동,존재
4128710300,경기도 고양시 일산서구 탄현동,존재
4128710400,경기도 고양시 일산서구 대화동,존재
4128710500,경기도 고양시 일산서구 덕이동,존재
4128710600,경기도 고양시 일산서구 가좌동,존재
4128710700,경기도 고양시 일산서구 구산동,존재
4128710800,경기도 고양시 일산서구 법곳동,존재
4129000000,경기도 과천시,존재
4129010100,경기도 과천시 관문동,존재
4129010200,경기도 과천시 문원동,존재
4129010300,경기도 과천시 갈현동,존재
4129010400,경기도 과천시 막계동,존재
4129010500,경기도 과천시 과천동,존재
4129010600,경기도 과천시 주암동,존재
4129010700,경기도 과천시 중앙동,존재
4129010800,경기도 과천시 원문동,존재
4129010900,경기도 과천시 별양동,존재
4129011000,경기도 과천시 부림동,존재
4131000000,경기도 구리시,존재
4131010100,경기도 구리시 갈매동,존재
4131010200,경기도 구리시 사노동,존재
4131010300,경기도 구리시 인창동,존재
4131010400,경기도 구리시 교문동,존재
4131010500,경기도 구리시 수택동,존재
4131010600,경기도 구리시 아천동,존재
4131010700,경기도 구리시 토평동,존재
4136000000,경기도 남양주시,존재
4136010100,경기도 남양주시 호평동,존재
4136010200,경기도 남양주시 평내동,존재
4136010300,경기도 남양주시 금곡동,존재
4136010400,경기도 남양주시 일패동,존재
4136010500,경기도 남양주시 이패동,존재
4136010600,경기도 남양주시 삼패동,존재
4136010800,경기도 남양주시 수석동,존재
4136010900,경기도 남양주시 지금동,존재
4136011000,경기도 남양주시 도농동,존재
4136011100,경기도 남양주시 별내동,존재
4136011200,경기도 남양주시 다산동,존재
4136025000,경기도 남양주시 와부읍,존재
4136025300,경기도 남양주시 진접읍,존재
4136025600,경기도 남양주시 화도읍,존재
4136025900,경기도 남양주시 진건읍,존재
4136026200,경기도 남양주시 오남읍,존재
4136026500,경기도 남양주시 퇴계원읍,존재
4136031000,경기도 남양주시 별내면,존재
4136034000,경기도 남양주시 수동면,존재
4136036000,경기도 남양주시 조안면,존재
4137000000,경기도 오산시,존재
4137010100,경기도 오산시 오산동,존재
4137010200,경기도 오산시 부산동,존재
4137010300,경기도 오산시 원동,존재
4137010400,경기도 오산시 궐동,존재
4137010500,경기도 오산시 청학동,존재
4137010600,경기도 오산시 가장동,존재
4137010700,경기도 오산시 금암동,존재
4137010800,경기도 오산시 수청동,존재
4137010900,경기도 오산시 은계동,존재
4137011000,경기도 오산시 내삼미동,존재
4137011100,경기도 오산시 외삼미동,존재
4137011200,경기도 오산시 양산동,존재
4137011300,경기도 오산시 세교동,존재
4137011400,경기도 오산시 지곶동,존재
4137011500,경기도 오산시 서랑동,존재
4137011600,경기도 오산시 서동,존재
4137011700,경기도 오산시 벌음동,존재
4137011800,경기도 오산시 두곡동,존재
4137011900,경기도 오산시 탑동,존재
4137012000,경기도 오산시 누읍동,존재
4137012100,경기도 오산시 가수동,존재
4137012200,경기도 오산시 고현동,존재
4137012300,경기도 오산시 청호동,존재
4137012400,경기도 오산시 갈곶동,존재
4139000000,경기도 시흥시,존재
4139010100,경기도 시흥시 대야동,존재
4139010200,경기도 시흥시 신천동,존재
4139010300,경기도 시흥시 방산동,존재
4139010400,경기도 시흥시 포동,존재
4139010500,경기도 시흥시 미산동,존재
4139010600,경기도 시흥시 은행동,존재
4139010700,경기도 시흥시 안현동,존재
4139010800,경기도 시흥시 매화동,존재
4139010900,경기도 시흥시 도창동,존재
4139011000,경기도 시흥시 금이동,존재
4139011200,경기도 시흥시 과림동,존재
4139011300,경기도 시흥시 계수동,존재
4139011700,경기도 시흥시 화정동,존재
4139011800,경기도 시흥시 능곡동,존재
4139011900,경기도 시흥시 하중동,존재
4139012000,경기도 시흥시 하상동,존재
4139012100,경기도 시흥시 광석동,존재
4139012200,경기도 시흥시 물왕동,존재
4139012300,경기도 시흥시 산현동,존재
4139012400,경기도 시흥시 조남동,존재
4139012500,경기도 시흥시 논곡동,존재
4139012600,경기도 시흥시 목감동,존재
4139012700,경기도 시흥시 거모동,존재
4139012800,경기도 시흥시 군자동,존재
4139012900,경기도 시흥시 장현동,존재
4139013000,경기도 시흥시 장곡동,존재
4139013100,경기도 시흥시 월곶동,존재
4139013200,경기도 시흥시 정왕동,존재
4139013300,경기도 시흥시 죽율동,존재
4139013400,경기도 시흥시 무지내동,존재
4139013500,경기도 시흥시 배곧동,존재
4141000000,경기도 군포시,존재
4141010100,경기도 군포시 당동,존재
4141010200,경기도 군포시 당정동,존재
4141010300,경기도 군포시 부곡동,존재
4141010400,경기도 군포시 산본동,존재
4141010500,경기도 군포시 금정동,존재
4141010600,경기도 군포시 둔대동,존재
4141010700,경기도 군포시 속달동,존재
4141010800,경기도 군포시 대야미동,존재
4141010900,경기도 군포시 도마교동,존재
4143000000,경기도 의왕시,존재
4143010100,경기도 의왕시 고천동,존재
4143010200,경기도 의왕시 이동,존재
4143010300,경기도 의왕시 삼동,존재
4143010400,경기도 의왕시 왕곡동,존재
4143010500,경기도 의왕시 오전동,존재
4143010600,경기도 의왕시 학의동,존재
4143010700,경기도 의왕시 내손동,존재
4143010800,경기도 의왕시 청계동,존재
4143010900,경기도 의왕시 포일동,존재
4143011000,경기도 의왕시 월암동,존재
4143011100,경기도 의왕시 초평동,존재
4145000000,경기도 하남시,존재
4145010100,경기도 하남시 천현동,존재
4145010200,경기도 하남시 하산곡동,존재
4145010300,경기도 하남시 창우동,존재
4145010400,경기도 하남시 배알미동,존재
4145010500,경기도 하남시 상산곡동,존재
4145010600,경기도 하남시 신장동,존재
4145010700,경기도 하남시 당정동,존재
4145010800,경기도 하남시 덕풍동,존재
4145010900,경기도 하남시 망월동,존재
4145011000,경기도 하남시 풍산동,존재
4145011100,경기도 하남시 미사동,존재
4145011200,경기도 하남시 선동,존재
4145011300,경기도 하남시 감북동,존재
4145011400,경기도 하남시 감일동,존재
4145011500,경기도 하남시 감이동,존재
4145011600,경기도 하남시 학암동,존재
4145011700,경기도 하남시 교산동,존재
4145011800,경기도 하남시 춘궁동,존재
4145011900,경기도 하남시 하사창동,존재
4145012000,경기도 하남시 상사창동,존재
4145012100,경기도 하남시 항동,존재
4145012200,경기도 하남시 초일동,존재
4145012300,경기도 하남시 초이동,존재
4145012400,경기도 하남시 광암동,존재
4146000000,경기도 용인시,존재
4146100000,경기도 용인시 처인구,존재
4146110100,경기도 용인시 처인구 김량장동,존재
4146110200,경기도 용인시 처인구 역북동,존재
4146110300,경기도 용인시 처인구 삼가동,존재
4146110400,경기도 용인시 처인구 남동,존재
4146110500,경기도 용인시 처인구 유방동,존재
4146110600,경기도 용인시 처인구 고림동,존재
4146110700,경기도 용인시 처인구 마평동,존재
4146110800,경기도 용인시 처인구 운학동,존재
4146110900,경기도 용인시 처인구 호동,존재
4146111000,경기도 용인시 처인구 해곡동,존재
4146125000,경기도 용인시 처인구 포곡읍,존재
4146125300,경기도 용인시 처인구 모현읍,존재
4146125600,경기도 용인시 처인구 이동읍,존재
4146125900,경기도 용인시 처인구 남사읍,존재
4146134000,경기도 용인시 처인구 원삼면,존재
4146135000,경기도 용인시 처인구 백암면,존재
4146136000,경기도 용인시 처인구 양지면,존재
4146300000,경기도 용인시 기흥구,존재
4146310100,경기도 용인시 기흥구 신갈동,존재
4146310200,경기도 용인시 기흥구 구갈동,존재
4146310300,경기도 용인시 기흥구 상갈동,존재
4146310400,경기도 용인시 기흥구 하갈동,존재
4146310500,경기도 용인시 기흥구 보라동,존재
4146310600,경기도 용인시 기흥구 지곡동,존재
4146310700,경기도 용인시 기흥구 공세동,존재
4146310800,경기도 용인시 기흥구 고매동,존재
4146310900,경기도 용인시 기흥구 농서동,존재
4146311000,경기도 용인시 기흥구 서천동,존재
4146311100,경기도 용인시 기흥구 영덕동,존재
4146311200,경기도 용인시 기흥구 언남동,존재
4146311300,경기도 용인시 기흥구 마북동,존재
4146311400,경기도 용인시 기흥구 청덕동,존재
4146311500,경기도 용인시 기흥구 동백동,존재
4146311600,경기도 용인시 기흥구 중동,존재
4146311700,경기도 용인시 기흥구 상하동,존재
4146311800,경기도 용인시 기흥구 보정동,존재
4146500000,경기도 용인시 수지구,존재
4146510100,경기도 용인시 수지구 풍덕천동,존재
4146510200,경기도 용인시 수지구 죽전동,존재
4146510300,경기도 용인시 수지구 동천동,존재
4146510400,경기도 용인시 수지구 고기동,존재
4146510500,경기도 용인시 수지구 신봉동,존재
4146510600,경기도 용인시 수지구 성복동,존재
4146510700,경기도 용인시 수지구 상현동,존재
4148000000,경기도 파주시,존재
4148010100,경기도 파주시 금촌동,존재
4148010200,경기도 파주시 아동동,존재
4148010400,경기도 파주시 야동동,존재
4148010500,경기도 파주시 검산동,존재
4148010600,경기도 파주시 맥금동,존재
4148010700,경기도 파주시 교하동,존재
4148010800,경기도 파주시 야당동,존재
4148010900,경기도 파주시 다율동,존재
4148011000,경기도 파주시 오도동,존재
4148011100,경기도 파주시 상지석동,존재
4148011200,경기도 파주시 산남동,존재
4148011300,경기도 파주시 동패동,존재
4148011400,경기도 파주시 당하동,존재
4148011500,경기도 파주시 문발동,존재
4148011600,경기도 파주시 송촌동,존재
4148011700,경기도 파주시 목동동,존재
4148011800,경기도 파주시 하지석동,존재
4148011900,경기도 파주시 서패동,존재
4148012000,경기도 파주시 신촌동,존재
4148012100,경기도 파주시 연다산동,존재
4148012200,경기도 파주시 와동동,존재
4148012300,경기도 파주시 금릉동,존재
4148025000,경기도 파주시 문산읍,존재
4148025300,경기도 파주시 파주읍,존재
4148025600,경기도 파주시 법원읍,존재
4148026200,경기도 파주시 조리읍,존재
4148031000,경기도 파주시 월롱면,존재
4148032000,경기도 파주시 탄현면,존재
4148035000,경기도 파주시 광탄면,존재
4148036000,경기도 파주시 파평면,존재
4148037000,경기도 파주시 적성면,존재
4148038000,경기도 파주시 군내면,존재
4148039000,경기도 파주시 장단면,존재
4148040000,경기도 파주시 진동면,존재
4148041000,경기도 파주시 진서면,존재
4150000000,경기도 이천시,존재
4150010100,경기도 이천시 창전동,존재
4150010200,경기도 이천시 관고동,존재
4150010300,경기도 이천시 중리동,존재
4150010400,경기도 이천시 증일동,존재
4150010500,경기도 이천시 율현동,존재
4150010600,경기도 이천시 진리동,존재
4150010700,경기도 이천시 안흥동,존재
4150010800,경기도 이천시 갈산동,존재
4150010900,경기도 이천시 증포동,존재
4150011000,경기도 이천시 송정동,존재
4150011100,경기도 이천시 사음동,존재
4150011200,경기도 이천시 단월동,존재
4150011300,경기도 이천시 대포동,존재
4150011400,경기도 이천시 고담동,존재
4150011500,경기도 이천시 장록동,존재
4150025000,경기도 이천시 장호원읍,존재
4150025300,경기도 이천시 부발읍,존재
4150031000,경기도 이천시 신둔면,존재
4150032000,경기도 이천시 백사면,존재
4150033000,경기도 이천시 호법면,존재
4150034000,경기도 이천시 마장면,존재
4150035000,경기도 이천시 대월면,존재
4150036000,경기도 이천시 모가면,존재
4150037000,경기도 이천시 설성면,존재
4150038000,경기도 이천시 율면,존재
4155000000,경기도 안성시,존재
4155010100,경기도 안성시 봉산동,존재
4155010200,경기도 안성시 숭인동,존재
4155010300,경기도 안성시 영동,존재
4155010400,경기도 안성시 봉남동,존재
4155010500,경기도 안성시 구포동,존재
4155010600,경기도 안성시 동본동,존재
4155010700,경기도 안성시 명륜동,존재
4155010800,경기도 안성시 옥천동,존재
4155010900,경기도 안성시 낙원동,존재
4155011000,경기도 안성시 창전동,존재
4155011100,경기도 안성시 성남동,존재
4155011200,경기도 안성시 신흥동,존재
4155011300,경기도 안성시 인지동,존재
4155011400,경기도 안성시 금산동,존재
4155011500,경기도 안성시 연지동,존재
4155011600,경기도 안성시 대천동,존재
4155011700,경기도 안성시 서인동,존재
4155011800,경기도 안성시 석정동,존재
4155011900,경기도 안성시 아양동,존재
4155012000,경기도 안성시 금석동,존재
4155012100,경기도 안성시 계동,존재
4155012200,경기도 안성시 옥산동,존재
4155012300,경기도 안성시 사곡동,존재
4155012400,경기도 안성시 도기동,존재
4155012500,경기도 안성시 당왕동,존재
4155012600,경기도 안성시 가사동,존재
4155012700,경기도 안성시 가현동,존재
4155012800,경기도 안성시 신건지동,존재
4155012900,경기도 안성시 신소현동,존재
4155013000,경기도 안성시 신모산동,존재
4155013100,경기도 안성시 현수동,존재
4155013200,경기도 안성시 발화동,존재
4155013300,경기도 안성시 중리동,존재
4155025000,경기도 안성시 공도읍,존재
4155031000,경기도 안성시 보개면,존재
4155032000,경기도 안성시 금광면,존재
4155033000,경기도 안성시 서운면,존재
4155034000,경기도 안성시 미양면,존재
4155035000,경기도 안성시 대덕면,존재
4155036000,경기도 안성시 양성면,존재
4155038000,경기도 안성시 원곡면,존재
4155039000,경기도 안성시 일죽면,존재
4155040000,경기도 안성시 죽산면,존재
4155041000,경기도 안성시 삼죽면,존재
4155042000,경기도 안성시 고삼면,존재
4157000000,경기도 김포시,존재
4157010100,경기도 김포시 북변동,존재
4157010200,경기도 김포시 걸포동,존재
4157010300,경기도 김포시 운양동,존재
4157010400,경기도 김포시 장기동,존재
4157010500,경기도 김포시 감정동,존재
4157010600,경기도 김포시 사우동,존재
4157010700,경기도 김포시 풍무동,존재
4157010800,경기도 김포시 마산동,존재
4157010900,경기도 김포시 구래동,존재
4157025000,경기도 김포시 통진읍,존재
4157025300,경기도 김포시 고촌읍,존재
4157025600,경기도 김포시 양촌읍,존재
4157034000,경기도 김포시 대곶면,존재
4157035000,경기도 김포시 월곶면,존재
4157036000,경기도 김포시 하성면,존재
4159000000,경기도 화성시,존재
4159011600,경기도 화성시 진안동,존재
4159011700,경기도 화성시 병점동,존재
4159011800,경기도 화성시 능동,존재
4159011900,경기도 화성시 기산동,존재
4159012000,경기도 화성시 반월동,존재
4159012100,경기도 화성시 반정동,존재
4159012200,경기도 화성시 황계동,존재
4159012300,경기도 화성시 배양동,존재
4159012400,경기도 화성시 기안동,존재
4159012500,경기도 화성시 송산동,존재
4159012600,경기도 화성시 안녕동,존재
4159012700,경기도 화성시 반송동,존재
4159012800,경기도 화성시 석우동,존재
4159012900,경기도 화성시 오산동,존재
4159013000,경기도 화성시 청계동,존재
4159013100,경기도 화성시 영천동,존재
4159013200,경기도 화성시 중동,존재
4159013300,경기도 화성시 신동,존재
4159013400,경기도 화성시 목동,존재
4159013500,경기도 화성시 산척동,존재
4159013600,경기도 화성시 장지동,존재
4159013700,경기도 화성시 송동,존재
4159013800,경기도 화성시 방교동,존재
4159013900,경기도 화성시 금곡동,존재
4159014000,경기도 화성시 새솔동,존재
4159025300,경기도 화성시 봉담읍,존재
4159025600,경기도 화성시 우정읍,존재
4159025900,경기도 화성시 향남읍,존재
4159026200,경기도 화성시 남양읍,존재
4159031000,경기도 화성시 매송면,존재
4159032000,경기도 화성시 비봉면,존재
4159033000,경기도 화성시 마도면,존재
4159034000,경기도 화성시 송산면,존재
4159035000,경기도 화성시 서신면,존재
4159036000,경기도 화성시 팔탄면,존재
4159037000,경기도 화성시 장안면,존재
4159040000,경기도 화성시 양감면,존재
4159041000,경기도 화성시 정남면,존재
4161000000,경기도 광주시,존재
4161010100,경기도 광주시 경안동,존재
4161010200,경기도 광주시 쌍령동,존재
4161010300,경기도 광주시 송정동,존재
4161010400,경기도 광주시 회덕동,존재
4161010500,경기도 광주시 탄벌동,존재
4161010600,경기도 광주시 목현동,존재
4161010700,경기도 광주시 삼동,존재
4161010800,경기도 광주시 중대동,존재
4161010900,경기도 광주시 직동,존재
4161011000,경기도 광주시 태전동,존재
4161011100,경기도 광주시 장지동,존재
4161011200,경기도 광주시 역동,존재
4161011300,경기도 광주시 목동,존재
4161011400,경기도 광주시 고산동,존재
4161011500,경기도 광주시 신현동,존재
4161011600,경기도 광주시 능평동,존재
4161011700,경기도 광주시 문형동,존재
4161011800,경기도 광주시 추자동,존재
4161011900,경기도 광주시 매산동,존재
4161012000,경기도 광주시 양벌동,존재
4161025300,경기도 광주시 초월읍,존재
4161025900,경기도 광주시 곤지암읍,존재
4161033000,경기도 광주시 도척면,존재
4161034000,경기도 광주시 퇴촌면,존재
4161035000,경기도 광주시 남종면,존재
4161037000,경기도 광주시 남한산성면,존재
4163000000,경기도 양주시,존재
4163010100,경기도 양주시 유양동,존재
4163010200,경기도 양주시 어둔동,존재
4163010300,경기도 양주시 남방동,존재
4163010400,경기도 양주시 마전동,존재
4163010500,경기도 양주시 산북동,존재
4163010600,경기도 양주시 광사동,존재
4163010700,경기도 양주시 만송동,존재
4163010800,경기도 양주시 삼숭동,존재
4163010900,경기도 양주시 고읍동,존재
4163011000,경기도 양주시 덕정동,존재
4163011100,경기도 양주시 봉양동,존재
4163011200,경기도 양주시 회암동,존재
4163011300,경기도 양주시 율정동,존재
4163011400,경기도 양주시 옥정동,존재
4163011500,경기도 양주시 고암동,존재
4163011600,경기도 양주시 덕계동,존재
4163011700,경기도 양주시 회정동,존재
4163025000,경기도 양주시 백석읍,존재
4163031000,경기도 양주시 은현면,존재
4163032000,경기도 양주시 남면,존재
4163033000,경기도 양주시 광적면,존재
4163034000,경기도 양주시 장흥면,존재
4165000000,경기도 포천시,존재
4165010100,경기도 포천시 신읍동,존재
4165010200,경기도 포천시 어룡동,존재
4165010300,경기도 포천시 자작동,존재
4165010400,경기도 포천시 선단동,존재
4165010500,경기도 포천시 설운동,존재
4165010600,경기도 포천시 동교동,존재
4165025000,경기도 포천시 소흘읍,존재
4165031000,경기도 포천시 군내면,존재
4165032000,경기도 포천시 내촌면,존재
4165033000,경기도 포천시 가산면,존재
4165034000,경기도 포천시 신북면,존재
4165035000,경기도 포천시 창수면,존재
4165036000,경기도 포천시 영중면,존재
4165037000,경기도 포천시 일동면,존재
4165038000,경기도 포천시 이동면,존재
4165039000,경기도 포천시 영북면,존재
4165040000,경기도 포천시 관인면,존재
4165041000,경기도 포천시 화현면,존재
4167000000,경기도 여주시,존재
4167010100,경기도 여주시 상동,존재
4167010200,경기도 여주시 홍문동,존재
4167010300,경기도 여주시 창동,존재
4167010400,경기도 여주시 우만동,존재
4167010500,경기도 여주시 단현동,존재
4167010600,경기도 여주시 신진동,존재
4167010700,경기도 여주시 하동,존재
4167010800,경기도 여주시 교동,존재
4167010900,경기도 여주시 월송동,존재
4167011000,경기도 여주시 가업동,존재
4167011100,경기도 여주시 연라동,존재
4167011200,경기도 여주시 상거동,존재
4167011300,경기도 여주시 하거동,존재
4167011400,경기도 여주시 삼교동,존재
4167011500,경기도 여주시 점봉동,존재
4167011600,경기도 여주시 능현동,존재
4167011700,경기도 여주시 멱곡동,존재
4167011800,경기도 여주시 연양동,존재
4167011900,경기도 여주시 매룡동,존재
4167012000,경기도 여주시 천송동,존재
4167012100,경기도 여주시 오학동,존재
4167012200,경기도 여주시 현암동,존재
4167012300,경기도 여주시 오금동,존재
4167025000,경기도 여주시 가남읍,존재
4167031000,경기도 여주시 점동면,존재
4167032000,경기도 여주시 흥천면,존재
4167033000,경기도 여주시 금사면,존재
4167034500,경기도 여주시 세종대왕면,존재
4167035000,경기도 여주시 대신면 ,존재
4167036000,경기도 여주시 북내면,존재
4167037000,경기도 여주시 강천면,존재
4167038000,경기도 여주시 산북면,존재
4180000000,경기도 연천군,존재
4180025000,경기도 연천군 연천읍,존재
4180025300,경기도 연천군 전곡읍,존재
4180031000,경기도 연천군 군남면,존재
4180032000,경기도 연천군 청산면,존재
